Country,Land area (km²),Government type,"Birth rate (per 1,000 population)",Unemployment rate (%),Literacy rate (%),CO₂ emissions (Mt),CO₂ emissions (Mt) (log scale),GDP (USD billions),GDP (USD billions) (log scale),GDP per capita (USD),"Infant mortality rate (per 1,000 live births)",Median age (years),Total fertility rate (children/woman),GDP growth rate (%),Government debt (% of GDP),Carbon intensity (t/USD),Carbon intensity (t/USD) (log scale),CO₂ per capita (t/person),CO₂ per capita (t/person) (log scale),Population density (people/km²),Trade openness (% of GDP),Internet users (%)
TUNISIA,155360.0,Republic,14.1,16.82,82.7,23.0,1.3617278360364753,38.88,1.589726256265407,10400.0,11.6,34.0,1.96,4.32,70.3,0.0005915637860082304,-3.227997686090789,1.9204784964022759,0.283409448959244,77.08665036045313,113.19444444444444,79.15711367779815
TURKEY (TURKIYE),769632.0,Republic,14.0,13.39,96.7,391.0,2.5921767573969774,760.03,2.880830735146252,31500.0,18.9,33.6,1.91,11.35,41.97,0.0005144533768403879,-3.2886531335644293,4.677398117267108,0.6700043365982833,108.6148743815226,74.79046879728432,82.36287989100776
TURKMENISTAN,469930.0,Republic,17.2,5.08,99.7,109.0,2.037426497944608,40.82,1.610873000390691,15000.0,36.7,30.7,2.03,6.3,28.8,0.0026702596766291034,-2.573446339798168,19.153661213554887,1.282251801453483,12.109927010405805,29.47084762371387,27.465700010086426
TUVALU,26.0,Democracy,22.3,,,,,40.0,1.6020599913388198,4900.0,28.3,27.5,2.81,2.99,37.0,,,,,447.65384615384613,134.725,68.04708308273906
UGANDA,197100.0,Republic,40.3,2.94,79.0,5.0,0.6989700044228777,34.68,1.5400790888166955,2200.0,29.4,16.1,5.26,3.54,44.19,0.0001441753171856978,-3.8411060722123684,0.10475602405801707,-0.9798209891330275,242.16109589041096,48.702422145328725,9.637554213337571
UKRAINE,579330.0,Republic,5.8,8.88,100.0,185.0,2.267171728405361,155.08,2.190555792337973,10700.0,9.0,45.3,1.22,3.4,58.72,0.0011929326799071448,-2.9233836998761746,4.271878315107461,0.6306188733754335,74.7526919027152,106.82873355687389,79.88725566385831
UNITED ARAB EMIRATES,83600.0,Other,10.8,3.36,98.1,276.0,2.440909082066791,421.08,2.624364614264062,69700.0,5.1,35.7,1.62,3.92,19.7,0.0006554573952693075,-3.1834548696160034,27.673475845717967,1.4420637108664605,119.29962918660287,138.24688895221811,94.25024382237278
UNITED KINGDOM,241930.0,Monarchy,10.8,4.5,,398.0,2.599883072074779,2828.0,3.4514794051250153,46200.0,3.8,40.6,1.63,4.1,95.1,0.00014073550212164075,-3.8515932471708187,5.841045715076373,0.7664906053429309,281.6454511635597,37.08981612446959,95.39545376442481
UNITED STATES,9147593.0,Republic,12.2,3.9,,5006000000.0,9.699490845272205,23320.0,4.367728546086995,63700.0,5.1,38.5,1.84,5.95,127.1,214.6655231560892,2.331762299187251,14738045.606437573,7.168439896100026,37.13163867259945,17.37564322469983,91.81690537913876
URUGUAY,175015.0,Republic,12.7,10.45,98.8,6.0,0.7781512504560261,56.11,1.7490402687111972,22800.0,8.1,36.2,1.75,4.37,60.4,0.00010693281055070397,-3.97088495696159,1.7563045478920833,0.24459982616868522,19.519835442676342,60.3635715558724,89.57153194249625
UZBEKISTAN,425400.0,Republic,22.2,7.16,100.0,102.0,2.0086001717661754,57.79,1.7618526944738981,7700.0,18.9,28.7,2.92,7.42,24.3,0.0017650112476206956,-2.75325227664693,3.252464315683421,0.5122125405441553,73.72081805359662,76.43190863471189,83.47991743587447
VANUATU,12189.0,Republic,21.2,2.18,89.1,225000.0,5.3521825181113645,870.0,2.939519252619118,2800.0,14.0,24.2,2.59,0.45,48.4,0.25862068965517243,-0.587336732827984,718744.2101160851,5.8565743592284525,25.682664697678234,67.20344827586207,67.4661231895632
VENEZUELA,882050.0,Republic,17.0,6.41,97.5,103.0,2.0128372247093886,210.1,2.32242605240802,7704.0,14.1,30.8,2.2,-19.67,38.9,0.000490242741551642,-3.309587941825307,3.375028589441207,0.5282774561650465,34.599240405872685,48.467396477867695,74.49363757959988
VIETNAM,310070.0,Communist,15.3,2.17,95.8,249.0,2.3961993470974803,259.96,2.4149065282967044,10600.0,14.4,32.7,2.04,2.56,58.5,0.0009578396676411757,-3.0187067277891524,2.375972925130116,0.37584148761417085,337.98553229915825,260.8093552854286,68.49290625134125
YEMEN,527968.0,Other,24.1,13.57,70.1,10.0,1.0000000000434295,54.36,1.735279448068446,2500.0,45.5,21.6,2.91,-5.9,74.5,0.0001839587932303164,-3.7352770872421086,0.31680054763409865,-0.49921407497220543,59.786960573368084,714.8270787343635,26.071493900227217
ZAMBIA,743398.0,Republic,34.5,13.03,86.7,6.0,0.7781512504560261,25.71,1.4101020766597527,3200.0,36.3,18.2,4.49,4.6,103.7,0.00023337222870478414,-3.631948965311506,0.2967941923708162,-0.5275446000630967,27.194085805988177,75.53481135744848,19.73681379265928
ZIMBABWE,386847.0,Republic,29.4,5.17,89.7,7.0,0.8450980400762989,21.44,1.3312247810409887,2100.0,34.0,21.0,3.51,8.47,82.3,0.00032649253731343285,-3.4861254108266,0.45399494145864944,-0.3429489851925324,39.85729241793267,50.13992537313433,36.31959531669195
